Trd, 000002.800, 232
Trd, 000003.217, 233
Trd, 000004.067, 233
Trd, 000004.150, 232
Trd, 000005.583, 234.0
Trd, 000007.067, 235.0
Trd, 000007.733, 235
Trd, 000007.917, 235
Trd, 000008.450, 210
Trd, 000008.883, 209
Trd, 000009.517, 210
Trd, 000009.600, 200
Trd, 000010.317, 195.0
Trd, 000010.917, 212
Trd, 000011.867, 231
Trd, 000012.267, 228
Trd, 000013.167, 203
Trd, 000013.400, 199
Trd, 000013.667, 206
Trd, 000014.600, 199
Trd, 000015.167, 196
Trd, 000016.833, 193
Trd, 000016.917, 189
Trd, 000018.650, 191
Trd, 000018.833, 191
Trd, 000020.400, 190
Trd, 000021.050, 191
Trd, 000021.933, 191
Trd, 000022.333, 190
Trd, 000022.617, 187
Trd, 000022.900, 191
Trd, 000024.450, 194
Trd, 000026.183, 197
Trd, 000026.367, 196
Trd, 000027.083, 196
Trd, 000027.167, 196
Trd, 000027.233, 195
Trd, 000027.333, 195.0
Trd, 000027.817, 196
Trd, 000028.417, 196
Trd, 000029.133, 194
Trd, 000029.517, 186
Trd, 000031.350, 192
Trd, 000031.467, 194
Trd, 000032.083, 192
Trd, 000035.283, 193
Trd, 000035.583, 191
Trd, 000035.950, 192
Trd, 000036.083, 191
Trd, 000036.967, 189
Trd, 000038.417, 188
Trd, 000039.250, 187
Trd, 000039.317, 193
Trd, 000040.517, 189
Trd, 000040.950, 189
Trd, 000041.183, 189
Trd, 000041.350, 188
Trd, 000042.133, 186
Trd, 000043.633, 183
Trd, 000045.217, 182
Trd, 000045.767, 183
Trd, 000046.233, 182.0
Trd, 000046.517, 183
Trd, 000047.117, 181
Trd, 000047.383, 185
Trd, 000049.150, 187.0
Trd, 000049.917, 187
Trd, 000050.750, 188
Trd, 000051.183, 188.0
Trd, 000052.100, 194
Trd, 000053.483, 192
Trd, 000053.767, 191
Trd, 000054.400, 195
Trd, 000054.950, 195
Trd, 000055.650, 190
Trd, 000057.717, 194
Trd, 000058.050, 195
Trd, 000058.433, 194
Trd, 000058.800, 195
Trd, 000059.417, 196
Trd, 000059.900, 195
Trd, 000060.667, 195
Trd, 000061.200, 197.0
Trd, 000061.767, 196
Trd, 000061.850, 201.0
Trd, 000062.633, 197
Trd, 000063.133, 200
Trd, 000064.950, 199
Trd, 000065.033, 198
Trd, 000065.267, 197
Trd, 000067.283, 197
Trd, 000068.233, 196
Trd, 000068.250, 198
Trd, 000069.333, 197
Trd, 000069.783, 199
Trd, 000069.917, 200
Trd, 000070.417, 199
Trd, 000071.633, 199
Trd, 000072.150, 198
Trd, 000073.333, 201.0
Trd, 000073.983, 199
Trd, 000074.717, 199
Trd, 000076.050, 198
Trd, 000076.383, 197
Trd, 000077.900, 199
Trd, 000078.117, 196
Trd, 000079.100, 198
Trd, 000079.300, 199
Trd, 000079.700, 202
Trd, 000079.950, 200
Trd, 000080.417, 200
Trd, 000081.983, 201
Trd, 000082.117, 200
Trd, 000082.467, 196.0
Trd, 000084.850, 199
Trd, 000086.167, 198.0
Trd, 000086.550, 196.0
Trd, 000086.700, 195
Trd, 000087.217, 197.0
Trd, 000088.400, 195
Trd, 000088.567, 197
Trd, 000088.917, 198
Trd, 000089.033, 198
Trd, 000089.083, 198
Trd, 000089.583, 198
Trd, 000090.183, 197
Trd, 000090.300, 203.0
Trd, 000091.667, 199
Trd, 000093.067, 201
Trd, 000093.800, 202
Trd, 000094.583, 203.0
Trd, 000094.717, 204.0
Trd, 000094.817, 210.0
Trd, 000096.750, 206
Trd, 000096.917, 207
Trd, 000099.117, 204
Trd, 000099.133, 205
Trd, 000099.417, 205
Trd, 000100.017, 205
Trd, 000101.550, 204
Trd, 000101.717, 203
Trd, 000102.683, 204
Trd, 000102.800, 203
Trd, 000102.817, 204
Trd, 000103.367, 203
Trd, 000104.950, 204
Trd, 000106.283, 200
Trd, 000106.550, 200
Trd, 000106.567, 197
Trd, 000107.150, 201
Trd, 000107.617, 199
Trd, 000107.933, 190
Trd, 000108.467, 200
Trd, 000109.867, 199
Trd, 000110.517, 198
Trd, 000111.417, 198
Trd, 000111.817, 197
Trd, 000114.600, 191
Trd, 000115.233, 190
Trd, 000115.483, 192
Trd, 000116.800, 193
Trd, 000117.033, 194
Trd, 000117.600, 192
Trd, 000118.767, 192
Trd, 000120.200, 193
Trd, 000120.517, 193
Trd, 000120.667, 194
Trd, 000121.033, 194
Trd, 000121.150, 195
Trd, 000121.200, 198
Trd, 000123.100, 198
Trd, 000124.433, 199.0
Trd, 000124.933, 200.0
Trd, 000125.250, 197
Trd, 000125.500, 197
Trd, 000125.717, 204.0
Trd, 000127.633, 198
Trd, 000128.133, 198
Trd, 000128.267, 198
Trd, 000128.950, 199
Trd, 000129.050, 203
Trd, 000129.333, 197
Trd, 000129.600, 196
Trd, 000130.367, 196
Trd, 000131.633, 202
Trd, 000133.933, 202.0
Trd, 000134.000, 199
Trd, 000134.100, 199.0
Trd, 000134.867, 200
Trd, 000135.050, 200
Trd, 000135.100, 199
Trd, 000135.867, 198
Trd, 000136.200, 199
Trd, 000136.500, 199
Trd, 000136.567, 199
Trd, 000139.017, 198
Trd, 000139.133, 199
Trd, 000140.833, 197
Trd, 000141.700, 197
Trd, 000143.067, 199
Trd, 000143.400, 198
Trd, 000144.433, 197
Trd, 000144.650, 196.0
Trd, 000145.250, 196
Trd, 000145.700, 195
Trd, 000145.933, 196
Trd, 000146.167, 196
Trd, 000146.617, 196
Trd, 000147.517, 195
Trd, 000149.150, 196
Trd, 000150.217, 194
Trd, 000150.500, 194
Trd, 000151.583, 194
Trd, 000152.067, 193
Trd, 000153.583, 192
Trd, 000153.700, 195
Trd, 000154.067, 187
Trd, 000154.200, 195
Trd, 000156.050, 192
Trd, 000156.517, 191
Trd, 000156.817, 192
Trd, 000156.950, 204.0
Trd, 000158.633, 190
Trd, 000159.033, 196
Trd, 000160.400, 194
Trd, 000160.917, 194
Trd, 000161.083, 196
Trd, 000161.583, 195
Trd, 000161.733, 192
Trd, 000162.383, 192
Trd, 000162.650, 193
Trd, 000165.167, 192
Trd, 000165.467, 193
Trd, 000165.533, 192
Trd, 000166.617, 191
Trd, 000166.900, 193
Trd, 000170.350, 192
Trd, 000170.433, 192
Trd, 000171.117, 193
Trd, 000172.500, 193
Trd, 000172.900, 193
Trd, 000174.167, 192
Trd, 000174.183, 192
Trd, 000174.350, 192
Trd, 000174.850, 191
Trd, 000175.017, 192
Trd, 000175.717, 193
Trd, 000176.350, 194
Trd, 000176.400, 195
Trd, 000177.400, 195
Trd, 000177.933, 193
Trd, 000178.833, 192
Trd, 000181.250, 194
Trd, 000182.283, 194
Trd, 000183.083, 194
Trd, 000183.167, 193
Trd, 000183.950, 193
Trd, 000184.533, 192
Trd, 000185.500, 191
Trd, 000186.450, 185
Trd, 000186.467, 183
Trd, 000187.533, 184
Trd, 000187.650, 184
Trd, 000187.750, 183
Trd, 000187.950, 191
Trd, 000189.033, 195
Trd, 000190.033, 190
Trd, 000190.250, 191
Trd, 000193.650, 200
Trd, 000193.883, 211.0
Trd, 000194.333, 204
Trd, 000195.450, 203
Trd, 000196.367, 205
Trd, 000196.450, 207.0
Trd, 000196.900, 206
Trd, 000198.333, 206
Trd, 000199.367, 205
Trd, 000199.733, 206
Trd, 000200.050, 204
Trd, 000200.167, 208
Trd, 000201.483, 209
Trd, 000202.267, 211
Trd, 000202.750, 210
Trd, 000203.217, 212.0
Trd, 000203.683, 210
Trd, 000204.400, 217
Trd, 000204.617, 226
Trd, 000205.100, 216
Trd, 000206.350, 218
Trd, 000207.733, 219
Trd, 000208.167, 218
Trd, 000208.250, 217
Trd, 000208.817, 218
Trd, 000210.067, 215
Trd, 000211.633, 212
Trd, 000212.450, 211
Trd, 000212.617, 212
Trd, 000212.717, 195.0
Trd, 000213.083, 199
Trd, 000214.483, 194
Trd, 000215.733, 189
Trd, 000216.067, 188
Trd, 000216.167, 188
Trd, 000218.300, 187
Trd, 000219.300, 187
Trd, 000219.350, 188
Trd, 000220.533, 188
Trd, 000220.833, 189
Trd, 000222.150, 196
Trd, 000222.717, 196
Trd, 000224.217, 201
Trd, 000224.250, 200
Trd, 000224.367, 199
Trd, 000225.000, 186
Trd, 000225.717, 193
Trd, 000226.367, 194
Trd, 000226.683, 194
Trd, 000227.367, 194
Trd, 000227.867, 194
Trd, 000228.500, 193
Trd, 000229.283, 192
Trd, 000230.367, 192
Trd, 000230.417, 191
Trd, 000230.600, 190
Trd, 000232.083, 192
Trd, 000233.867, 191
Trd, 000234.983, 192
Trd, 000235.000, 191
Trd, 000236.233, 189
Trd, 000236.967, 186
Trd, 000237.750, 187
Trd, 000238.333, 186
Trd, 000238.650, 187
Trd, 000239.017, 188
Trd, 000239.333, 195
Trd, 000240.433, 195
Trd, 000241.117, 193
Trd, 000241.367, 190
Trd, 000241.683, 180.0
Trd, 000243.383, 192
Trd, 000244.450, 190
Trd, 000244.600, 190
Trd, 000245.283, 191
Trd, 000245.600, 188
Trd, 000245.967, 191
Trd, 000246.583, 188
Trd, 000248.250, 191
Trd, 000248.583, 193
Trd, 000249.500, 195
Trd, 000250.600, 192
Trd, 000250.967, 192
Trd, 000251.200, 192
Trd, 000251.650, 204.0
Trd, 000253.883, 200
Trd, 000254.067, 200.0
Trd, 000254.817, 201.0
Trd, 000255.317, 202.0
Trd, 000255.883, 201.0
Trd, 000256.233, 201
Trd, 000256.300, 200
Trd, 000257.017, 202.0
Trd, 000260.200, 203
Trd, 000260.317, 204.0
Trd, 000260.783, 201
Trd, 000261.250, 205
Trd, 000262.167, 201
Trd, 000264.183, 202
Trd, 000264.367, 202
Trd, 000264.483, 201
Trd, 000264.783, 203
Trd, 000265.317, 201
Trd, 000265.717, 200
Trd, 000265.833, 201
Trd, 000265.850, 203
Trd, 000267.383, 199
Trd, 000268.600, 195.0
Trd, 000269.517, 194
Trd, 000270.933, 193
Trd, 000271.383, 193
Trd, 000271.967, 193
Trd, 000272.333, 193
Trd, 000272.383, 192
Trd, 000272.950, 192
Trd, 000274.367, 189
Trd, 000274.450, 188
Trd, 000274.500, 179.0
Trd, 000277.533, 182
Trd, 000277.800, 182
Trd, 000278.617, 183
Trd, 000278.750, 181
Trd, 000279.350, 182
Trd, 000279.367, 183
Trd, 000280.467, 185
Trd, 000281.400, 182.0
Trd, 000281.533, 183
Trd, 000282.183, 184.0
Trd, 000282.367, 183
Trd, 000284.433, 187.0
Trd, 000285.067, 194
Trd, 000285.283, 196
Trd, 000286.700, 190
Trd, 000286.833, 188
Trd, 000288.050, 191
Trd, 000289.333, 190
Trd, 000289.400, 189
Trd, 000290.333, 190
Trd, 000290.917, 191
Trd, 000291.233, 187
Trd, 000291.567, 189
Trd, 000292.033, 190
Trd, 000292.100, 189
Trd, 000293.533, 189
Trd, 000293.667, 189
Trd, 000293.900, 188
Trd, 000294.600, 191
Trd, 000295.083, 191
Trd, 000295.750, 188
Trd, 000297.683, 188
Trd, 000297.783, 188
Trd, 000298.350, 188
Trd, 000298.433, 191
Trd, 000298.850, 187
Trd, 000299.200, 187
Trd, 000301.017, 190
Trd, 000301.383, 190
Trd, 000302.283, 194
Trd, 000302.983, 194
Trd, 000303.733, 191
Trd, 000304.150, 193
Trd, 000305.367, 194
Trd, 000306.583, 193
Trd, 000306.617, 204.0
Trd, 000306.700, 212.0
Trd, 000307.367, 196
Trd, 000308.100, 196
Trd, 000308.133, 196
Trd, 000308.433, 199
Trd, 000309.317, 233
Trd, 000309.700, 211
Trd, 000309.800, 234
Trd, 000311.150, 201.0
Trd, 000312.150, 211.0
Trd, 000312.833, 219
Trd, 000312.933, 236.0
Trd, 000312.950, 217
Trd, 000313.200, 236.0
Trd, 000313.217, 237.0
Trd, 000313.900, 253
Trd, 000314.500, 221.0
Trd, 000314.683, 262.0
Trd, 000316.267, 237
Trd, 000317.083, 245
Trd, 000317.250, 249
Trd, 000317.450, 250
Trd, 000317.750, 253
Trd, 000318.100, 254
Trd, 000318.500, 272
Trd, 000318.517, 273
Trd, 000318.750, 266
Trd, 000319.117, 269
Trd, 000320.050, 274
Trd, 000320.367, 274
Trd, 000320.467, 277.0
Trd, 000320.500, 278.0
Trd, 000321.317, 279
Trd, 000321.700, 280
Trd, 000322.317, 281
Trd, 000322.833, 281
Trd, 000323.233, 283
Trd, 000323.583, 284
Trd, 000323.983, 285
Trd, 000324.000, 286
Trd, 000324.250, 287
Trd, 000324.550, 286
Trd, 000325.167, 287
Trd, 000325.283, 287
Trd, 000325.517, 286
Trd, 000325.833, 287
Trd, 000325.883, 286
Trd, 000326.167, 286
Trd, 000326.517, 287
Trd, 000326.883, 286
Trd, 000327.050, 287
Trd, 000327.300, 287
Trd, 000327.783, 286
Trd, 000327.900, 287
Trd, 000328.183, 287
Trd, 000328.683, 285
Trd, 000329.367, 288
Trd, 000329.500, 296
Trd, 000329.550, 286
Trd, 000330.867, 290
Trd, 000331.050, 291
Trd, 000331.150, 291
Trd, 000331.833, 289
Trd, 000332.267, 287
Trd, 000332.617, 287
Trd, 000332.783, 286
Trd, 000333.383, 286
Trd, 000333.417, 282
Trd, 000333.650, 287
Trd, 000334.017, 260
Trd, 000335.750, 276
Trd, 000336.117, 277
Trd, 000336.217, 277
Trd, 000336.467, 276
Trd, 000336.733, 275
Trd, 000336.817, 276
Trd, 000337.067, 277
Trd, 000337.950, 275
Trd, 000338.050, 276
Trd, 000338.583, 277
Trd, 000338.750, 277
Trd, 000339.050, 278.0
Trd, 000339.100, 276
Trd, 000339.367, 274
Trd, 000340.567, 277
Trd, 000340.950, 278
Trd, 000341.450, 278
Trd, 000341.617, 279
Trd, 000342.500, 281
Trd, 000342.700, 281
Trd, 000342.717, 286
Trd, 000344.317, 282
Trd, 000345.200, 288
Trd, 000345.550, 294
Trd, 000346.167, 289
Trd, 000346.500, 291
Trd, 000346.650, 290
Trd, 000346.750, 291
Trd, 000346.817, 290
Trd, 000347.217, 292
Trd, 000347.250, 289
Trd, 000347.817, 290
Trd, 000348.467, 293
Trd, 000348.683, 293
Trd, 000349.150, 292
Trd, 000349.250, 293
Trd, 000349.550, 288
Trd, 000350.250, 292
Trd, 000350.450, 291
Trd, 000351.700, 292
Trd, 000352.367, 292
Trd, 000352.500, 291
Trd, 000352.550, 292
Trd, 000352.667, 294
Trd, 000353.033, 290
Trd, 000353.117, 290
Trd, 000353.917, 293
Trd, 000353.967, 293
Trd, 000354.167, 293
Trd, 000354.383, 293
Trd, 000354.583, 292
Trd, 000354.750, 292
Trd, 000354.817, 294
Trd, 000355.400, 295
Trd, 000355.600, 264
Trd, 000355.683, 294
Trd, 000355.833, 261
Trd, 000356.250, 274
Trd, 000356.517, 273
Trd, 000356.950, 280
Trd, 000356.967, 282
Trd, 000357.067, 272
Trd, 000358.983, 279
Trd, 000359.467, 277
Trd, 000359.833, 276
Trd, 000359.883, 278
Trd, 000360.333, 279
Trd, 000360.917, 294
Trd, 000361.450, 294
Trd, 000362.017, 289
Trd, 000362.317, 290
Trd, 000362.683, 287
Trd, 000363.167, 287
